ID_Consumidor,Genero,Idoso,Parceiro,Dependentes,Nro_Meses_Cliente_na_Empresa,Servico_Telefone,Muitas_Linhas_Telefone,Servico_Internet,Seguranca_OnLine,Backup_OnLine,Dispositivo_Protecao,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Faturamento_Sem_Papel,Metodo_Pagamento,Valor_Mensal,Valor_Total,Rotatividade
4482-EWFMI,F,0,N,N,2,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.7,135.2,N
4648-YPBTM,M,0,N,N,53,S,S,DSL,N,S,S,S,N,S,Bi-Anual,S,Transferencia_bancaria,73.9,3958.25,N
2907-ILJBN,F,0,S,S,11,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,20.6,233.9,N
6345-FZOQH,M,0,S,N,69,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.9,1363.45,N
3376-BMGFE,F,0,N,N,4,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Transferencia_bancaria,70.9,273.0,S
5997-OPVFA,M,0,S,N,72,S,S,DSL,S,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,89.05,6254.45,N
3445-HXXGF,M,1,S,N,58,N,Sem_Telefone,DSL,N,S,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,45.3,2651.2,S
1159-WFSGR,F,0,S,S,16,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Eletronico ,20.4,321.4,N
7654-YWJUF,M,0,S,N,43,S,N,Fibra_otica,S,N,S,S,N,N,Anual,S,Transferencia_bancaria,84.25,3539.25,N
1875-QIVME,F,0,S,N,2,S,S,Fibra_otica,N,N,S,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,104.4,242.8,S
6727-IOTLZ,M,0,S,N,14,S,N,DSL,N,S,S,S,S,S,Bi-Anual,N,Cheque_Fisico,81.95,1181.75,N
0691-JVSYA,F,0,S,N,53,S,N,Fibra_otica,N,N,S,N,S,S,Anual,S,Transferencia_bancaria,94.85,5000.2,S
5918-VUKWP,F,0,N,N,32,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Transferencia_bancaria,20.55,654.55,N
1744-JHKYS,F,0,S,N,34,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Eletronico ,24.7,780.2,N
2656-FMOKZ,F,1,N,N,15,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,74.45,1145.7,S
2070-FNEXE,F,1,N,N,7,S,N,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,76.45,503.6,S
5947-SGKCL,F,0,S,S,15,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Transferencia_bancaria,105.35,1559.25,N
3712-PKXZA,M,0,S,N,61,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Cartao_Credito,20.55,1252.0,N
6317-YPKDH,F,0,N,N,1,N,Sem_Telefone,DSL,N,S,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,29.95,29.95,S
6582-OIVSP,F,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,45.3,45.3,N
9367-WXLCH,M,0,N,N,8,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,N,Transferencia_bancaria,84.5,662.65,S
5524-KHNJP,M,0,S,S,33,S,N,DSL,S,N,S,N,S,S,Anual,N,Cartao_Credito,74.75,2453.3,N
1918-ZBFQJ,F,0,N,N,13,S,N,Fibra_otica,N,S,S,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,79.25,1111.65,S
1024-GUALD,F,0,S,N,1,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,24.8,24.8,S
4827-USJHP,M,0,N,N,20,S,N,DSL,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,51.8,1023.85,N
8167-GJLRN,M,0,N,N,3,N,Sem_Telefone,DSL,N,N,N,S,N,N,Mes-a-mes,N,Cheque_Eletronico ,30.4,82.15,N
0956-SYCWG,F,0,N,N,13,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Eletronico ,19.65,244.8,N
8017-UVSZU,F,0,S,N,40,S,S,DSL,N,S,N,N,N,N,Mes-a-mes,N,Cartao_Credito,56.6,2379.1,N
7100-FQPRV,M,0,S,S,43,S,S,DSL,S,N,N,S,N,S,Anual,S,Cartao_Credito,71.9,3173.35,N
2472-OVKUP,M,0,S,N,6,S,N,Fibra_otica,N,S,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,91.0,531.0,S
2984-RGEYA,F,0,S,S,69,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,19.75,1375.4,N
9680-NIAUV,F,0,S,S,72,S,S,Fibra_otica,S,S,S,N,S,S,Bi-Anual,N,Cartao_Credito,109.7,8129.3,N
2146-EGVDT,M,0,S,S,59,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,19.3,1192.7,N
2604-IJPDU,F,0,S,N,20,S,N,Fibra_otica,S,S,N,S,S,N,Mes-a-mes,S,Cheque_Eletronico ,96.55,1901.65,N
9178-JHUVJ,M,0,S,S,24,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,24.1,587.4,N
6168-YBYNP,M,0,N,N,59,S,S,Fibra_otica,N,S,S,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,111.35,6519.75,N
7255-SSFBC,M,0,S,S,72,S,S,Fibra_otica,N,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,112.25,8041.65,N
3645-DEYGF,M,0,N,S,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.75,20.75,N
9323-HGFWY,F,0,S,N,27,S,N,Fibra_otica,S,N,N,S,S,S,Anual,S,Cartao_Credito,101.9,2681.15,N
8544-GOQSH,F,0,N,N,14,S,N,Fibra_otica,N,S,N,S,N,N,Mes-a-mes,S,Cartao_Credito,80.05,1112.3,N
3363-DTIVD,M,0,S,S,71,S,S,Fibra_otica,S,N,S,N,S,S,Bi-Anual,N,Cheque_Eletronico ,105.55,7405.5,N
7018-WBJNK,M,0,N,S,13,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cartao_Credito,78.3,1033.95,N
9142-KZXOP,M,0,N,N,44,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cartao_Credito,68.85,2958.95,N
7674-YTAFD,F,0,N,N,33,S,N,Fibra_otica,N,S,N,S,N,N,Anual,S,Transferencia_bancaria,79.95,2684.85,N
6348-SNFUS,M,0,S,S,72,N,Sem_Telefone,DSL,S,S,S,S,N,S,Bi-Anual,S,Cartao_Credito,55.45,4179.2,N
1285-OKIPP,M,0,N,N,1,S,N,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,N,Cheque_Eletronico ,79.9,79.9,S
7825-ECJRF,F,0,N,N,19,S,N,Fibra_otica,S,N,S,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,106.6,1934.45,S
1347-KTTTA,M,0,S,N,64,S,N,Fibra_otica,N,S,S,S,S,S,Anual,S,Cartao_Credito,102.45,6654.1,N
7841-TZDMQ,M,0,N,N,2,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cartao_Credito,46.0,84.5,S
4195-NZGTA,F,0,N,N,1,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,25.25,25.25,N
7157-SMCFK,M,0,N,S,61,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.75,1124.2,N
4709-LKHYG,F,0,S,S,29,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Eletronico ,20.0,540.05,N
2504-DSHIH,M,1,S,N,23,S,S,Fibra_otica,N,N,N,N,N,S,Mes-a-mes,N,Cheque_Eletronico ,86.8,1975.85,N
0699-NDKJM,F,0,S,N,57,N,Sem_Telefone,DSL,S,S,S,N,S,S,Mes-a-mes,S,Transferencia_bancaria,58.75,3437.45,N
9286-BHDQG,M,0,S,S,72,N,Sem_Telefone,DSL,S,S,S,S,N,N,Bi-Anual,N,Cartao_Credito,45.25,3139.8,N
0230-WEQUW,M,0,S,N,66,N,Sem_Telefone,DSL,S,S,S,S,S,N,Bi-Anual,S,Transferencia_bancaria,56.6,3789.2,N
2040-LDIWQ,M,0,S,S,65,S,S,DSL,N,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,84.2,5324.5,N
6496-JDSSB,F,0,N,N,8,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Transferencia_bancaria,80.0,624.6,N
9408-SSNVZ,F,0,N,N,4,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,70.15,268.35,S
4443-EMBNA,F,0,S,N,71,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,24.75,1836.9,N
6469-MRVET,M,0,S,S,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Cheque_Eletronico ,20.2,20.2,N
0742-MOABM,M,0,S,N,4,S,N,DSL,N,N,N,S,N,N,Mes-a-mes,N,Cheque_Fisico,50.05,179.35,S
5961-VUSRV,F,0,N,N,12,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Transferencia_bancaria,19.35,219.35,N
6778-JFCMK,M,0,N,N,24,N,Sem_Telefone,DSL,S,N,N,N,S,S,Anual,S,Cheque_Fisico,50.6,1288.75,N
6341-JVQGF,F,0,S,S,31,S,N,DSL,S,N,S,S,S,S,Anual,S,Cheque_Fisico,81.15,2545.75,N
2232-DMLXU,F,0,S,N,1,S,N,DSL,N,N,N,N,S,N,Mes-a-mes,N,Cheque_Fisico,55.2,55.2,S
4811-JBUVU,M,0,N,N,30,S,S,Fibra_otica,N,N,N,S,N,S,Mes-a-mes,S,Cartao_Credito,89.9,2723.15,N
0945-TSONX,F,0,S,S,47,S,S,DSL,S,S,N,S,S,S,Bi-Anual,S,Cartao_Credito,85.3,4107.25,N
2651-ZCBXV,M,0,N,N,54,S,S,Fibra_otica,S,S,N,S,S,S,Bi-Anual,S,Cartao_Credito,108.0,5760.65,N
3316-UWXUY,M,0,N,N,50,S,N,Fibra_otica,S,S,N,S,N,S,Mes-a-mes,S,Cartao_Credito,93.5,4747.5,N
8937-RDTHP,M,0,N,N,1,S,N,Fibra_otica,S,N,N,N,N,S,Mes-a-mes,S,Cheque_Fisico,84.6,84.6,S
7083-MIOPC,F,0,N,N,72,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,20.25,1566.9,N
1984-GPTEH,F,0,N,N,29,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Eletronico ,25.15,702.0,N
1251-KRREG,M,0,N,N,2,S,S,DSL,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,54.4,114.1,S
0621-JFHOL,F,0,N,N,10,N,Sem_Telefone,DSL,N,N,N,S,N,N,Bi-Anual,S,Cheque_Fisico,29.6,299.05,N
9903-LYSAB,M,0,S,N,18,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,73.15,1305.95,N
0094-OIFMO,F,1,N,N,11,S,N,Fibra_otica,N,S,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,95.0,1120.3,S
9227-UAQFT,M,0,N,N,16,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.75,284.35,N
7301-ABVAD,F,0,N,N,72,S,S,DSL,N,S,S,S,S,S,Bi-Anual,N,Transferencia_bancaria,86.6,6350.5,N
6614-FHDBO,M,0,N,N,72,S,S,Fibra_otica,N,S,S,S,S,S,Bi-Anual,N,Transferencia_bancaria,109.2,7878.3,N
7576-ASEJU,F,0,S,S,41,S,N,DSL,S,N,N,S,S,S,Anual,S,Cartao_Credito,74.7,3187.65,N
9058-HRZSV,F,1,S,N,65,S,N,Fibra_otica,S,S,S,N,N,S,Mes-a-mes,N,Cheque_Eletronico ,94.4,6126.15,N
4522-AKYLR,F,1,N,N,13,S,N,DSL,N,S,S,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,54.8,731.3,N
0221-WMXNQ,M,1,N,N,4,S,N,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,75.35,273.4,N
0303-UNCIP,M,0,N,N,41,S,S,DSL,N,N,S,N,N,S,Anual,N,Cheque_Fisico,65.0,2531.8,N
9947-OTFQU,M,1,N,N,15,S,N,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.4,1074.3,S
0322-YINQP,M,0,N,N,1,S,N,DSL,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,48.55,48.55,S
0959-WHOKV,M,0,N,N,42,S,S,Fibra_otica,S,S,S,N,N,S,Anual,S,Cheque_Eletronico ,99.0,4298.45,N
4075-JFPGR,F,0,S,N,51,S,N,Fibra_otica,S,S,S,N,S,N,Anual,S,Cheque_Eletronico ,93.5,4619.55,N
4629-NRXKX,F,0,S,S,2,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,70.4,147.15,S
9514-JDSKI,M,1,S,N,1,N,Sem_Telefone,DSL,N,S,N,N,S,N,Mes-a-mes,N,Cheque_Eletronico ,40.2,40.2,S
3282-ZISZV,M,0,N,S,32,S,S,DSL,N,S,S,S,S,S,Anual,N,Cartao_Credito,83.7,2633.3,N
3675-YDUPJ,M,0,N,N,10,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,19.85,193.05,N
4111-BNXIF,F,0,S,S,67,N,Sem_Telefone,DSL,N,S,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,59.55,4103.9,N
7017-VFHAY,F,0,S,S,61,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,115.1,7008.15,N
6655-LHBYW,M,0,N,N,50,S,S,Fibra_otica,S,S,S,S,S,S,Anual,N,Cartao_Credito,114.35,5791.1,N
4959-JOSRX,F,0,S,N,2,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cartao_Credito,44.6,80.55,S
5046-NUHWD,F,1,S,N,29,N,Sem_Telefone,DSL,S,N,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,45.0,1228.65,N
7273-TEFQD,M,1,N,N,3,N,Sem_Telefone,DSL,N,N,S,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,41.15,132.2,S
3606-TWKGI,M,1,N,N,13,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,106.9,1364.3,S
7529-ZDFXI,M,1,S,N,57,S,S,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,89.85,4925.35,N
7605-BDWDC,F,0,N,N,31,N,Sem_Telefone,DSL,S,S,N,S,N,S,Bi-Anual,S,Transferencia_bancaria,49.85,1520.1,N
1950-KSVVJ,F,0,S,N,45,S,S,Fibra_otica,S,S,S,S,S,S,Anual,N,Cheque_Fisico,113.3,5032.25,N
0123-CRBRT,F,0,S,S,61,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Cheque_Fisico,88.1,5526.75,N
6292-TOSSS,M,0,N,N,50,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,24.9,1195.25,N
3197-ARFOY,F,1,N,N,19,S,N,Fibra_otica,S,S,N,S,S,S,Mes-a-mes,S,Cheque_Fisico,105.0,2007.25,N
6323-AYBRX,M,0,N,N,59,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.35,1099.6,S
7014-ZZXAW,F,0,S,N,71,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cartao_Credito,24.25,1732.95,N
4385-GZQXV,F,1,N,N,16,S,N,Fibra_otica,N,N,N,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,94.45,1511.2,S
7633-MVPUY,M,0,S,N,57,S,N,DSL,S,S,N,S,N,N,Bi-Anual,S,Cheque_Eletronico ,59.75,3450.15,N
6366-ZGQGL,M,0,N,N,1,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,24.8,24.8,S
4716-HHKQH,M,1,S,N,20,S,S,Fibra_otica,N,S,N,S,S,S,Mes-a-mes,N,Cheque_Eletronico ,107.05,2172.05,N
5940-AHUHD,M,0,N,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,70.6,70.6,S
6432-TWQLB,M,0,S,N,5,S,S,Fibra_otica,N,S,N,S,N,N,Mes-a-mes,S,Cheque_Eletronico ,85.4,401.1,S
4484-GLZOU,F,0,S,N,52,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,105.05,5624.85,S
3179-GBRWV,M,1,S,N,21,S,N,DSL,S,S,N,N,N,S,Mes-a-mes,S,Transferencia_bancaria,64.95,1339.8,N
8645-KWHJO,M,0,N,N,14,N,Sem_Telefone,DSL,N,N,S,S,S,S,Mes-a-mes,S,Cheque_Eletronico ,55.0,771.95,N
4130-MZLCC,F,0,N,N,5,S,N,DSL,N,S,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,50.55,244.75,N
0314-TKOSI,F,0,N,N,6,S,N,DSL,S,S,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,55.15,322.9,N
8229-MYEJZ,F,0,N,N,10,S,N,DSL,N,S,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,51.2,498.25,N
2080-SRCDE,F,0,N,S,1,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,25.4,25.4,N
9577-WJVCQ,F,0,N,N,68,S,S,DSL,S,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,54.45,3687.75,N
9512-UIBFX,M,0,S,S,18,S,N,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,N,Cheque_Fisico,95.15,1779.95,S
6202-DYYFX,F,0,N,N,22,S,S,Fibra_otica,N,N,N,N,N,N,Anual,S,Cartao_Credito,76.0,1783.6,N
3808-HFKDE,F,0,N,N,20,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,44.35,927.15,N
5583-SXDAG,M,0,S,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,70.0,70.0,S
3488-PGMQJ,M,1,N,N,8,S,N,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.5,606.55,S
3580-REOAC,M,0,N,N,10,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cartao_Credito,44.85,435.4,S
7534-BFESC,M,1,N,N,24,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,76.1,1712.7,S
3727-OWVYD,M,0,N,N,35,S,N,DSL,S,S,S,N,N,N,Anual,N,Cheque_Fisico,61.2,2021.2,N
2294-SALNE,M,0,S,S,23,S,N,Fibra_otica,N,S,S,S,N,N,Anual,N,Cheque_Fisico,86.8,1940.8,N
4847-TAJYI,F,1,N,N,6,S,N,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,89.35,567.8,N
1563-IWQEX,F,0,N,N,12,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,19.7,220.35,N
8203-XJZRC,M,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.25,20.25,N
6556-DBKZF,F,0,S,S,71,S,N,Fibra_otica,N,N,S,N,N,N,Bi-Anual,N,Cheque_Eletronico ,76.05,5436.45,N
6851-WEFYX,M,1,S,N,35,S,S,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,100.8,3437.5,N
2985-JUUBZ,M,0,S,S,40,S,S,DSL,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,74.55,3015.75,N
6390-DSAZX,F,0,N,S,1,S,N,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,73.6,73.6,S
0895-LMRSF,M,0,N,N,23,S,N,DSL,N,N,N,N,S,S,Anual,S,Transferencia_bancaria,64.9,1509.8,N
8098-LLAZX,F,1,N,N,4,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,95.45,396.1,S
8266-VBFQL,M,0,N,N,4,S,N,Fibra_otica,N,N,S,S,N,S,Mes-a-mes,S,Cheque_Eletronico ,90.4,356.65,N
8181-YHCMF,F,0,S,S,68,N,Sem_Telefone,DSL,N,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,60.3,4109.0,N
2240-HSJQD,M,0,N,S,38,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,81.85,3141.7,N
1248-DYXUB,M,0,S,S,52,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,24.8,1229.1,N
0265-EDXBD,M,1,S,N,32,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.9,2303.35,S
4115-BNPJY,M,0,S,S,29,S,N,DSL,N,N,S,S,S,S,Bi-Anual,N,Cheque_Fisico,75.55,2054.4,N
3167-SNQPL,M,1,S,S,38,S,S,Fibra_otica,N,S,N,N,S,S,Mes-a-mes,N,Cheque_Eletronico ,101.15,3741.85,N
4091-TVOCN,M,0,N,S,48,S,S,DSL,S,N,S,N,S,S,Anual,S,Cartao_Credito,78.75,3682.45,N
1098-TDVUQ,F,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Transferencia_bancaria,19.25,19.25,N
7277-OZCGZ,F,0,N,N,22,S,N,Fibra_otica,S,N,N,S,N,S,Mes-a-mes,S,Cheque_Eletronico ,89.05,1886.25,N
1557-EMYVT,F,0,N,N,43,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,115.05,4895.1,N
2799-ARNLO,F,1,S,N,5,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.35,341.6,N
7563-BIUPC,M,0,N,N,5,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,80.6,415.55,S
5027-YOCXN,M,0,S,S,51,S,S,Fibra_otica,S,S,N,S,S,S,Anual,N,Cartao_Credito,110.05,5686.4,N
3973-SKMLN,M,0,N,N,71,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cartao_Credito,19.9,1355.1,N
2321-OMBXY,F,0,S,S,38,S,N,DSL,S,S,N,S,S,S,Anual,N,Cartao_Credito,80.3,3058.65,S
2840-XANRC,M,1,S,N,24,S,N,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,93.15,2231.05,S
6745-JEFZB,M,0,S,N,35,S,S,Fibra_otica,N,N,N,S,S,N,Mes-a-mes,S,Cartao_Credito,91.5,3236.35,N
5020-ZSTTY,F,1,N,N,54,S,S,DSL,S,S,N,S,S,S,Anual,N,Transferencia_bancaria,82.45,4350.1,S
9880-TDQAC,F,0,S,S,72,N,Sem_Telefone,DSL,N,S,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,60.0,4264.0,N
8705-WZCYL,M,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,44.8,44.8,N
7102-JJVTX,F,0,S,S,9,S,N,DSL,S,N,N,N,N,N,Anual,N,Cheque_Fisico,48.6,422.3,N
8626-PTQGE,M,0,N,N,69,N,Sem_Telefone,DSL,S,S,N,S,S,S,Bi-Anual,S,Transferencia_bancaria,60.05,4176.7,N
4983-CLMLV,F,0,S,N,52,S,S,Fibra_otica,N,S,N,S,S,S,Mes-a-mes,S,Cartao_Credito,102.7,5138.1,N
5701-YVSVF,F,1,S,N,11,S,N,Fibra_otica,N,N,N,S,S,N,Mes-a-mes,S,Cheque_Eletronico ,82.9,880.05,N
5804-LEPIM,F,1,N,N,2,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,70.35,139.05,S
